Category,Text
1,i got hurt on the job at a home of a client we were forced to do the work or loose the contract can i sue ? the home owner stated that he would go to our competitor if we didnt do the job as he wanted. i need to know if i can sue the homeowner for this
4,how much should i spend on a first date?
2,what percentage of mac users know how to write programs in applescript? here is the web page at apple site that describes applescript from a user perspective
2,simple dos  graphics using c? hi
3,what is your favorite john cusak film?
4,what's the sexiest accent on the planet?
2,how do i get people to subscibe to my blog?
2,how can i format videos so they play in the nero movie maker program? i can download videos from my camera
4,how do i impress a girl i like? we go to the same school and all she is two grades ahead of me and i like her adn she likes me but she says she dont know that good yet i just dont kwno what to do to win her over?
6,am i fat if i only weigh 148 and im 5'3?
3,anyone know aeon flux? how is who
1,i will be 70.5 years old on may 2006.what date will i start getting distribution from my 401k and what minimum
4,what is the best way to forget about someone? i have a crush on someone but i'm afraid it's turning into a form of obsession! i can't tell her because we're friends and i think she would not want to be friends with me anymore. but i think about this person constantly. is there any way to stop thinking about someone?
7,what is the difference b/w potential at a point &amp; potential energy?
1,how to start accounting business?
3,which star trek series is your favorite &amp; why?
4,what is meaning of about a women  full figures women ? pls send me detailed reply.
2,how do you  remove all the personal info from the hard drive? i plan on giving my old pc to a friend .?
2,i want a website free of cost? i tried many. but they are not free. they ask payments.
1,i am trying to find a good friend who is currently incarcerated within the california department of correction i know his full name and cdc# but can not seem to find a site that will allow me to locxate him online
7,is there anything that can make us live forever?
4,do you really believe that there's the special someone for everyone?
2,why i cant enter this page www.maktoobna.com?
4,do some families enjoy incest?
1,what is a better way to go roth ira or conventional ira? i also don't quite understand what is best agressive
6,is ringworm an indication of hiv? i don't know my hiv status but have reoccuring ringworm around my limbs
3,who believes that 2pac is alive?
1,what is one word that describes you best?
3,what's your favorite pop singer? (male and female or band)
1,give me the meaning of arabic name nihaya? get to me the meaning
4,if your boy-friend doesnt asks you to go anywhere with him what does that mean? most of the time his family will be their
4,is it true that there is a higher risk of catching aids true oral sex that regular sex?
1,where is the best place online to find business partners for an it startup? i am currently looking for great technical partners for a new internet and it startup.  i already know about gobignetwork.com
1,how long does midlife crisis last? my ex started acting out before we got divorced by doing stupid things like smoking pot all the time and getting oui's
2,how do i move a window around in os x using only the keyboard?
4,what would be the correct way to ask a lady if she wants to go for a ride on my harley?
5,in essay writing...what is drafting means?
4,what does a 10-year old girl think about kissing a boy?
3,what's spiderman 3 suppose to be about.?
1,how can i buy land in west africa? i want to build a vaction home in west africa (in cote d'ivore near abidjan ideally)how can i find a reliable agent? or source
1,what are the hours of the stock market?
5,why does hair continue to grow after someone dies ?
1,what will be the best stock to own in 2006?
2,how do i get free anti virus software without any registration? i got one virus or worm from one of those mp3 downloader
6,do you ever pick your nose?
6,what is the best diet for a teenager.?
1,is it ok to tattoo my 14 month old son? i'd pick something really cool
1,my last name is small and i want to change it. what would be a cool last name?
7,what really provoke cancer beside smoking?
5,what are requirements or eligiblity for charted accounted studies? sir
